order_id,order_timestamp,delivered_timestamp,driver_id,restaurant_id,cust_id,delivery_region,discount_applied,discount_code,order_total,discount_pc,status
100019,2021-05-14 18:48:00,2021-05-14 19:15:00,254,20,1049,Dublin,False,No Discount,44.5,0.0,COMPLETED
100020,2021-10-22 20:10:00,2021-10-22 20:37:00,227,313,1052,Cork,False,No Discount,44.44,0.0,COMPLETED
100021,2021-04-05 17:36:00,2021-04-05 18:03:00,150,20,1054,Dublin,False,No Discount,44.39,0.0,COMPLETED
100022,2021-07-18 18:03:00,2021-07-18 18:33:00,275,109,1058,Cork,False,No Discount,44.04,0.0,COMPLETED
100023,2021-05-11 18:59:00,2021-05-11 19:26:00,175,98,1059,Dublin,False,No Discount,44.01,0.0,COMPLETED
100024,2021-11-26 23:58:00,2021-11-27 00:25:00,254,233,1061,Dublin,False,No Discount,43.99,0.0,COMPLETED
100025,2021-06-30 18:26:00,2021-06-30 18:56:00,297,44,1063,Dublin,False,No Discount,43.95,0.0,COMPLETED
100026,2021-09-14 17:41:00,2021-09-14 18:11:00,277,43,1065,Cork,False,No Discount,43.9,0.0,COMPLETED
100027,2021-12-03 22:22:00,2021-12-03 22:49:00,64,76,1066,Dublin,False,No Discount,43.85,0.0,COMPLETED
100028,2021-10-20 17:14:00,2021-10-20 17:41:00,141,29,1077,Cork,False,No Discount,42.92,0.0,COMPLETED
100029,2021-04-13 18:00:00,2021-04-13 18:27:00,170,98,1080,Dublin,False,No Discount,42.87,0.0,COMPLETED
100030,2021-04-23 18:27:00,2021-04-23 18:54:00,222,20,1079,Dublin,False,No Discount,42.87,0.0,COMPLETED
100032,2021-02-10 20:12:00,2021-02-10 20:39:00,345,97,1083,Dublin,False,No Discount,42.76,0.0,COMPLETED
100033,2021-06-07 18:42:00,2021-06-07 19:12:00,198,20,1084,Dublin,False,No Discount,42.7,0.0,COMPLETED
100034,2021-11-26 18:22:00,2021-11-26 18:49:00,343,232,1086,Dublin,True,BLACKFRIDAY21,42.38,20.0,COMPLETED
100035,2021-12-17 17:00:00,2021-12-17 17:33:00,379,8,1087,Dublin,False,No Discount,42.38,0.0,COMPLETED
100036,2021-11-26 20:52:00,2021-11-26 21:19:00,184,224,1092,Dublin,True,BLACKFRIDAY21,41.89,20.0,COMPLETED
100037,2021-11-09 20:07:00,2021-11-09 20:34:00,349,20,1097,Dublin,False,No Discount,41.78,0.0,COMPLETED
100038,2021-05-09 19:38:00,2021-05-09 20:05:00,154,20,1098,Dublin,False,No Discount,41.72,0.0,COMPLETED
100039,2021-11-23 17:38:00,2021-11-23 18:05:00,356,84,1099,Dublin,False,No Discount,41.67,0.0,COMPLETED
100040,2021-06-26 17:15:00,2021-06-26 17:45:00,315,94,1100,Dublin,False,No Discount,41.62,0.0,COMPLETED
100041,2021-12-19 20:29:00,2021-12-19 20:56:00,84,70,1101,Dublin,False,No Discount,41.37,0.0,COMPLETED
100042,2021-08-26 18:30:00,2021-08-26 19:00:00,229,27,1103,Cork,False,No Discount,41.24,0.0,COMPLETED
100043,2021-03-14 23:34:00,2021-03-15 00:01:00,367,249,1105,Dublin,False,No Discount,41.18,0.0,COMPLETED
100044,2021-09-09 17:49:00,2021-09-09 18:19:00,163,77,1111,Cork,False,No Discount,40.75,0.0,COMPLETED
100045,2021-12-19 21:45:00,2021-12-19 22:18:00,172,76,1112,Dublin,False,No Discount,40.75,0.0,COMPLETED
100046,2021-05-07 21:01:00,2021-05-07 21:28:00,320,44,1117,Dublin,False,No Discount,40.69,0.0,COMPLETED
100047,2021-11-26 17:14:00,2021-11-26 17:41:00,350,41,1119,Dublin,True,BLACKFRIDAY21,40.64,20.0,COMPLETED
100048,2021-05-02 19:18:00,2021-05-02 19:45:00,227,281,1121,Dublin,False,No Discount,40.28,0.0,COMPLETED
100049,2021-04-16 18:36:00,2021-04-16 19:03:00,248,264,1122,Dublin,False,No Discount,40.26,0.0,COMPLETED
100050,2021-06-16 17:23:00,2021-06-16 17:53:00,41,8,1123,Dublin,False,No Discount,40.26,0.0,COMPLETED
100051,2021-07-26 17:44:00,2021-07-26 18:14:00,417,27,1125,Cork,False,No Discount,40.2,0.0,COMPLETED
100052,2021-02-16 17:56:00,2021-02-16 18:23:00,63,91,1129,Dublin,False,No Discount,40.15,0.0,COMPLETED
100053,2021-09-03 21:27:00,2021-09-03 21:57:00,277,6,1130,Cork,False,No Discount,40.15,0.0,COMPLETED
100054,2021-10-29 20:28:00,2021-10-29 20:58:00,179,10,1135,Cork,False,No Discount,39.71,0.0,COMPLETED
100055,2021-07-19 18:19:00,2021-07-19 18:49:00,156,68,1137,Cork,False,No Discount,39.66,0.0,COMPLETED
100056,2021-10-16 21:40:00,2021-10-16 22:16:00,195,241,1139,Cork,False,No Discount,39.63,0.0,COMPLETED
100057,2021-07-12 18:31:00,2021-07-12 19:01:00,308,211,1141,Cork,False,No Discount,39.6,0.0,COMPLETED
100058,2021-07-16 17:50:00,2021-07-16 18:20:00,76,127,1140,Cork,False,No Discount,39.6,0.0,COMPLETED
100059,2021-12-04 21:59:00,2021-12-04 22:26:00,87,45,1142,Dublin,True,HAPPYBIRTHDAY,39.6,10.0,COMPLETED
100060,2021-08-21 23:42:00,2021-08-22 00:12:00,36,311,1144,Cork,True,HAPPYBIRTHDAY,39.57,10.0,COMPLETED
100061,2021-02-20 21:57:00,2021-02-20 22:24:00,355,48,1145,Dublin,False,No Discount,39.55,0.0,COMPLETED
100062,2021-06-04 17:21:00,2021-06-04 17:51:00,34,20,1146,Dublin,False,No Discount,39.55,0.0,COMPLETED
100063,2021-12-20 19:26:00,2021-12-20 19:53:00,84,79,1150,Dublin,False,No Discount,39.25,0.0,COMPLETED
100064,2021-07-18 17:24:00,2021-07-18 17:54:00,264,194,1151,Cork,False,No Discount,39.17,0.0,COMPLETED
100066,2021-05-29 19:15:00,2021-05-29 19:42:00,327,107,1154,Dublin,False,No Discount,39.11,0.0,COMPLETED
100067,2021-10-18 19:14:00,2021-10-18 19:44:00,315,68,1155,Cork,False,No Discount,39.11,0.0,COMPLETED
100068,2021-11-11 23:38:00,2021-11-12 00:05:00,60,104,1157,Dublin,False,No Discount,39.11,0.0,COMPLETED
100069,2021-11-16 17:33:00,2021-11-16 18:00:00,109,170,1156,Dublin,False,No Discount,39.11,0.0,COMPLETED
100070,2021-05-28 18:52:00,2021-05-28 19:19:00,131,346,1158,Dublin,True,HAPPYBIRTHDAY,38.63,10.0,COMPLETED
100071,2021-07-16 17:18:00,2021-07-16 17:48:00,76,280,1161,Cork,False,No Discount,38.59,0.0,COMPLETED
100072,2021-04-21 16:29:00,2021-04-21 16:56:00,320,8,1162,Dublin,False,No Discount,38.57,0.0,COMPLETED
100073,2021-06-26 20:14:00,2021-06-26 20:44:00,276,4,1164,Dublin,False,No Discount,38.52,0.0,COMPLETED
100074,2021-04-12 17:46:00,2021-04-12 18:13:00,243,194,1168,Dublin,False,No Discount,38.08,0.0,COMPLETED
100075,2021-05-14 17:17:00,2021-05-14 17:44:00,255,39,1169,Dublin,False,No Discount,38.08,0.0,COMPLETED
100076,2021-11-29 17:37:00,2021-11-29 18:04:00,117,98,1172,Dublin,False,No Discount,38.03,0.0,COMPLETED
100077,2021-07-29 20:47:00,2021-07-29 21:17:00,428,20,1173,Cork,False,No Discount,38.02,0.0,COMPLETED
100078,2021-11-26 17:43:00,2021-11-26 18:10:00,275,28,1174,Dublin,True,BLACKFRIDAY21,37.97,20.0,COMPLETED
100079,2021-12-13 19:42:00,2021-12-13 20:15:00,255,83,1175,Dublin,False,No Discount,37.92,0.0,COMPLETED
100080,2021-11-26 19:49:00,2021-11-26 20:16:00,254,107,1177,Dublin,True,BLACKFRIDAY21,37.54,20.0,COMPLETED
100081,2021-10-08 20:19:00,2021-10-08 20:59:00,343,84,1183,Cork,False,No Discount,37.43,0.0,COMPLETED
100082,2021-08-19 18:53:00,2021-08-19 19:23:00,200,20,1185,Cork,False,No Discount,37.37,0.0,COMPLETED
100083,2021-06-26 16:36:00,2021-06-26 17:06:00,257,154,1189,Dublin,False,No Discount,36.99,0.0,COMPLETED
100084,2021-08-05 18:46:00,2021-08-05 19:16:00,125,124,1190,Cork,False,No Discount,36.99,0.0,COMPLETED
100085,2021-03-19 21:13:00,2021-03-19 21:40:00,288,18,1193,Dublin,False,No Discount,36.88,0.0,COMPLETED
100086,2021-06-15 21:06:00,2021-06-15 21:33:00,144,353,1195,Dublin,False,No Discount,36.72,0.0,COMPLETED
100087,2021-08-27 18:14:00,2021-08-27 18:44:00,177,194,1197,Cork,False,No Discount,36.45,0.0,COMPLETED
100088,2021-10-04 20:44:00,2021-10-04 21:23:00,328,3,1198,Cork,False,No Discount,36.45,0.0,COMPLETED
100089,2021-02-06 17:20:00,2021-02-06 17:47:00,276,8,1201,Dublin,False,No Discount,36.4,0.0,COMPLETED
100090,2021-08-23 17:35:00,2021-08-23 18:05:00,200,104,1202,Cork,False,No Discount,36.4,0.0,COMPLETED
100091,2021-11-20 17:01:00,2021-11-20 17:28:00,366,8,1205,Dublin,False,No Discount,36.34,0.0,COMPLETED
100092,2021-11-27 20:55:00,2021-11-27 21:22:00,143,107,1204,Dublin,True,HAPPYBIRTHDAY,36.34,10.0,COMPLETED
100093,2021-11-27 23:48:00,2021-11-28 00:15:00,144,205,1207,Dublin,False,No Discount,36.29,0.0,COMPLETED
100094,2021-05-10 23:51:00,2021-05-11 00:18:00,317,190,1209,Dublin,False,No Discount,36.23,0.0,COMPLETED
100095,2021-04-12 23:58:00,2021-04-13 00:25:00,117,76,1217,Dublin,False,No Discount,35.8,0.0,COMPLETED
100096,2021-08-15 23:44:00,2021-08-16 00:14:00,225,12,1218,Cork,False,No Discount,35.8,0.0,COMPLETED
100097,2021-06-26 22:12:00,2021-06-26 22:42:00,87,233,1220,Dublin,True,HAPPYBIRTHDAY,35.76,10.0,COMPLETED
100098,2021-11-30 18:58:00,2021-11-30 19:25:00,366,233,1221,Dublin,False,No Discount,35.76,0.0,COMPLETED
100099,2021-07-27 20:17:00,2021-07-27 20:47:00,48,15,1223,Cork,False,No Discount,35.69,0.0,COMPLETED
100100,2021-06-26 21:00:00,2021-06-26 21:30:00,184,225,1227,Dublin,False,No Discount,35.31,0.0,COMPLETED
100101,2021-04-27 18:50:00,2021-04-27 19:17:00,274,221,1231,Dublin,False,No Discount,35.14,0.0,COMPLETED
100102,2021-03-26 18:20:00,2021-03-26 18:47:00,184,98,1232,Dublin,False,No Discount,34.82,0.0,COMPLETED
100103,2021-06-21 20:51:00,2021-06-21 21:21:00,222,68,1235,Dublin,False,No Discount,34.76,0.0,COMPLETED
100104,2021-11-26 20:09:00,2021-11-26 20:36:00,275,9,1236,Dublin,True,BLACKFRIDAY21,34.76,20.0,COMPLETED
100105,2021-12-24 17:47:00,2021-12-24 18:14:00,276,227,1243,Dublin,False,No Discount,34.64,0.0,COMPLETED
100106,2021-08-12 18:32:00,2021-08-12 19:02:00,354,124,1244,Cork,False,No Discount,34.27,0.0,COMPLETED
100107,2021-07-05 17:23:00,2021-07-05 17:53:00,319,20,1247,Cork,False,No Discount,34.17,0.0,COMPLETED
100108,2021-08-18 20:51:00,2021-08-18 21:21:00,147,14,1249,Cork,False,No Discount,33.95,0.0,COMPLETED
100109,2021-03-30 19:19:00,2021-03-30 19:46:00,168,253,1146,Dublin,False,No Discount,33.68,0.0,COMPLETED
100110,2021-05-05 19:54:00,2021-05-05 20:21:00,220,201,1150,Dublin,False,No Discount,33.68,0.0,COMPLETED
100111,2021-06-07 17:39:00,2021-06-07 18:09:00,255,219,1151,Dublin,False,No Discount,33.68,0.0,COMPLETED
100112,2021-05-04 23:18:00,2021-05-04 23:45:00,98,8,1156,Dublin,False,No Discount,33.62,0.0,COMPLETED
100113,2021-05-18 23:55:00,2021-05-19 00:22:00,373,181,1169,Dublin,False,No Discount,33.19,0.0,COMPLETED
100114,2021-10-22 18:22:00,2021-10-22 19:01:00,166,4,1172,Cork,False,No Discount,33.19,0.0,COMPLETED
100115,2021-11-26 18:22:00,2021-11-26 18:49:00,274,62,1173,Kerry,True,BLACKFRIDAY21,33.19,20.0,COMPLETED
100116,2021-12-08 19:27:00,2021-12-08 19:54:00,139,44,1174,Kerry,False,No Discount,33.19,0.0,COMPLETED
100118,2021-08-02 16:32:00,2021-08-02 17:02:00,168,297,1195,Kerry,False,No Discount,32.71,0.0,COMPLETED
100119,2021-07-09 19:20:00,2021-07-09 19:50:00,319,7,1202,Kerry,False,No Discount,32.64,0.0,COMPLETED
100120,2021-12-23 21:38:00,2021-12-23 22:05:00,313,63,1201,Kerry,False,No Discount,32.64,0.0,COMPLETED
100121,2021-08-13 19:29:00,2021-08-13 19:59:00,112,12,1207,Kerry,False,No Discount,32.59,0.0,COMPLETED
100122,2021-09-22 23:55:00,2021-09-23 00:25:00,60,8,1205,Sligo,False,No Discount,32.59,0.0,COMPLETED
100123,2021-12-26 20:46:00,2021-12-26 21:13:00,314,12,1249,Sligo,False,No Discount,32.05,0.0,COMPLETED
100124,2021-02-22 20:26:00,2021-02-22 20:53:00,311,19,1146,Sligo,False,No Discount,31.99,0.0,COMPLETED
100125,2021-07-12 18:20:00,2021-07-12 18:50:00,314,48,1151,Sligo,False,No Discount,31.99,0.0,COMPLETED
100126,2021-08-04 17:01:00,2021-08-04 17:31:00,189,170,1153,Sligo,False,No Discount,31.99,0.0,COMPLETED
100127,2021-11-26 20:07:00,2021-11-26 20:34:00,168,170,1154,Sligo,True,BLACKFRIDAY21,31.99,20.0,COMPLETED
100128,2021-07-08 19:27:00,2021-07-08 19:57:00,117,225,1174,Sligo,False,No Discount,31.5,0.0,COMPLETED
100129,2021-11-20 20:41:00,2021-11-20 21:08:00,36,319,1190,Sligo,True,HAPPYBIRTHDAY,31.33,10.0,COMPLETED
100130,2021-05-19 20:42:00,2021-05-19 21:09:00,115,20,1195,Sligo,False,No Discount,31.19,0.0,COMPLETED
100131,2021-03-20 20:28:00,2021-03-20 20:55:00,324,107,1197,Sligo,False,No Discount,31.12,0.0,COMPLETED
100132,2021-10-28 17:17:00,2021-10-28 17:44:00,267,97,1201,Sligo,False,No Discount,31.05,0.0,COMPLETED
100133,2021-12-06 18:06:00,2021-12-06 18:33:00,60,100,1202,Sligo,False,No Discount,31.01,0.0,COMPLETED
100134,2021-11-26 20:48:00,2021-11-26 21:15:00,50,3,1217,Sligo,True,BLACKFRIDAY21,30.96,20.0,COMPLETED
100135,2021-03-12 17:54:00,2021-03-12 18:21:00,328,10,1221,Sligo,False,No Discount,30.91,0.0,COMPLETED
100136,2021-11-29 23:47:00,2021-11-30 00:14:00,195,10,1231,Sligo,False,No Discount,30.84,0.0,COMPLETED
100137,2021-12-24 23:02:00,2021-12-24 23:35:00,353,9,1232,Sligo,False,No Discount,30.77,0.0,COMPLETED
100138,2021-07-22 23:41:00,2021-07-23 00:11:00,319,107,1244,Sligo,False,No Discount,30.56,0.0,COMPLETED
100139,2021-12-10 20:06:00,2021-12-10 20:39:00,246,47,1017,Sligo,False,No Discount,30.41,0.0,COMPLETED
100140,2021-06-19 20:58:00,2021-06-19 21:28:00,386,63,1026,Sligo,False,No Discount,30.36,0.0,COMPLETED
100141,2021-08-18 17:13:00,2021-08-18 17:43:00,314,84,1029,Sligo,False,No Discount,30.36,0.0,COMPLETED
100142,2021-11-20 21:09:00,2021-11-20 21:36:00,248,240,1013,Sligo,False,No Discount,30.36,0.0,COMPLETED
100143,2021-01-23 18:16:00,2021-01-23 18:43:00,216,124,1017,Sligo,False,No Discount,30.35,0.0,COMPLETED
100144,2021-11-14 21:08:00,2021-11-14 21:35:00,240,12,1020,Sligo,False,No Discount,30.25,0.0,COMPLETED
100145,2021-01-29 17:28:00,2021-01-29 17:55:00,267,20,1024,Sligo,False,No Discount,30.21,0.0,COMPLETED
100146,2021-12-14 18:05:00,2021-12-14 18:32:00,200,9,1044,Sligo,False,No Discount,30.07,0.0,COMPLETED
100147,2021-11-08 16:48:00,2021-11-08 17:15:00,84,86,1045,Sligo,False,No Discount,30.01,0.0,COMPLETED
100148,2021-06-04 18:19:00,2021-06-04 18:49:00,303,308,1048,Sligo,False,No Discount,29.94,0.0,COMPLETED
100149,2021-03-22 18:46:00,2021-03-22 19:13:00,248,217,1058,Sligo,False,No Discount,29.87,0.0,COMPLETED
100150,2021-05-20 15:32:00,2021-05-20 15:59:00,388,28,1079,Dublin,False,No Discount,29.82,0.0,COMPLETED
100151,2021-06-04 17:28:00,2021-06-04 17:58:00,206,258,1080,Dublin,False,No Discount,29.82,0.0,COMPLETED
100152,2021-09-14 19:20:00,2021-09-14 19:50:00,368,20,1081,Cork,False,No Discount,29.82,0.0,COMPLETED
100153,2021-03-05 23:49:00,2021-03-06 00:16:00,116,211,1084,Dublin,False,No Discount,29.79,0.0,COMPLETED
100154,2021-11-26 20:09:00,2021-11-26 20:36:00,380,201,1098,Dublin,True,BLACKFRIDAY21,29.66,20.0,COMPLETED
100155,2021-04-16 17:18:00,2021-04-16 17:45:00,222,8,1099,Dublin,False,No Discount,29.65,0.0,COMPLETED
100156,2021-04-26 18:58:00,2021-04-26 19:25:00,383,124,1101,Dublin,False,No Discount,29.64,0.0,COMPLETED
100157,2021-07-22 20:05:00,2021-07-22 20:35:00,279,154,1111,Cork,False,No Discount,29.44,0.0,COMPLETED
100158,2021-03-26 17:14:00,2021-03-26 17:41:00,168,194,1112,Dublin,False,No Discount,29.38,0.0,COMPLETED
100159,2021-10-15 18:05:00,2021-10-15 18:32:00,105,44,1117,Cork,False,No Discount,29.38,0.0,COMPLETED
100160,2021-01-04 18:13:00,2021-01-04 18:40:00,325,62,1121,Dublin,False,No Discount,29.33,0.0,COMPLETED
100161,2021-08-11 18:58:00,2021-08-11 19:28:00,163,30,1122,Cork,False,No Discount,29.33,0.0,COMPLETED
100162,2021-08-28 17:47:00,2021-08-28 18:17:00,262,10,1035,Cork,False,No Discount,29.23,0.0,COMPLETED
100163,2021-07-23 17:30:00,2021-07-23 18:00:00,155,41,1034,Cork,False,No Discount,28.95,0.0,COMPLETED
100164,2021-12-26 17:29:00,2021-12-26 18:02:00,60,9,1033,Dublin,False,No Discount,28.84,0.0,COMPLETED
100165,2021-03-02 19:39:00,2021-03-02 20:06:00,163,63,1029,Dublin,False,No Discount,28.78,0.0,COMPLETED
100166,2021-04-09 18:09:00,2021-04-09 18:36:00,320,8,1029,Dublin,False,No Discount,28.78,0.0,COMPLETED
100167,2021-07-04 19:02:00,2021-07-04 19:32:00,286,20,1032,Cork,False,No Discount,28.78,0.0,COMPLETED
100168,2021-08-22 23:06:00,2021-08-22 23:36:00,99,83,1031,Cork,False,No Discount,28.78,0.0,COMPLETED
100169,2021-10-17 17:14:00,2021-10-17 17:44:00,299,20,1030,Cork,False,No Discount,28.78,0.0,COMPLETED
100170,2021-11-05 23:39:00,2021-11-06 00:06:00,99,107,1028,Cork,False,No Discount,28.78,0.0,COMPLETED
100171,2021-12-28 17:05:00,2021-12-28 17:38:00,341,9,1032,Dublin,False,No Discount,28.78,0.0,COMPLETED
100172,2021-12-29 21:19:00,2021-12-29 21:52:00,207,45,1028,Dublin,False,No Discount,28.78,0.0,COMPLETED
100173,2021-10-18 17:52:00,2021-10-18 18:22:00,73,63,1027,Cork,True,HAPPYBIRTHDAY,28.73,10.0,COMPLETED
100174,2021-12-05 17:17:00,2021-12-05 17:44:00,102,76,1027,Dublin,False,No Discount,28.73,0.0,COMPLETED
100175,2021-02-02 18:06:00,2021-02-02 18:33:00,287,87,1026,Dublin,False,No Discount,28.62,0.0,COMPLETED
100177,2021-12-22 18:30:00,2021-12-22 18:57:00,305,8,1364,Dublin,False,No Discount,28.38,0.0,COMPLETED
100178,2021-08-10 20:32:00,2021-08-10 21:02:00,190,187,1365,Cork,False,No Discount,28.29,0.0,COMPLETED
100179,2021-12-23 18:40:00,2021-12-23 19:13:00,133,207,1366,Kerry,False,No Discount,28.29,0.0,COMPLETED
100180,2021-11-29 17:13:00,2021-11-29 17:40:00,425,5,1367,Kerry,False,No Discount,28.25,0.0,COMPLETED
100181,2021-07-23 17:11:00,2021-07-23 17:41:00,147,6,1369,Kerry,False,No Discount,28.24,0.0,COMPLETED
100182,2021-07-30 18:27:00,2021-07-30 18:57:00,320,20,1368,Kerry,False,No Discount,28.24,0.0,COMPLETED
100183,2021-08-09 18:12:00,2021-08-09 18:42:00,343,107,1370,Kerry,False,No Discount,28.12,0.0,COMPLETED
100184,2021-08-31 23:14:00,2021-08-31 23:44:00,324,94,1371,Kerry,False,No Discount,28.08,0.0,COMPLETED
100185,2021-11-26 20:48:00,2021-11-26 21:15:00,303,316,1372,Kerry,True,BLACKFRIDAY21,28.04,20.0,COMPLETED
100186,2021-12-01 20:48:00,2021-12-01 21:15:00,245,44,1373,Dublin,False,No Discount,27.73,0.0,COMPLETED
100187,2021-10-07 18:38:00,2021-10-07 19:28:00,257,155,1374,Cork,False,No Discount,27.72,0.0,COMPLETED
100188,2021-02-09 21:23:00,2021-02-09 21:50:00,36,170,1375,Dublin,True,HAPPYBIRTHDAY,27.7,10.0,COMPLETED
100189,2021-09-20 17:02:00,2021-09-20 17:32:00,144,20,1377,Cork,False,No Discount,27.64,0.0,COMPLETED
100190,2021-09-20 21:35:00,2021-09-20 22:05:00,90,205,1376,Cork,False,No Discount,27.64,0.0,COMPLETED
100191,2021-04-18 23:18:00,2021-04-18 23:45:00,92,86,1279,Dublin,False,No Discount,27.47,0.0,COMPLETED
100192,2021-06-30 20:05:00,2021-06-30 20:35:00,172,8,1378,Dublin,False,No Discount,27.21,0.0,COMPLETED
100193,2021-02-24 21:00:00,2021-02-24 21:27:00,276,45,1379,Dublin,False,No Discount,27.04,0.0,COMPLETED
100194,2021-12-22 18:11:00,2021-12-22 18:38:00,41,10,1380,Dublin,False,No Discount,26.66,0.0,COMPLETED
100195,2021-11-09 22:57:00,2021-11-09 23:24:00,204,38,1381,Galway,False,No Discount,26.61,0.0,COMPLETED
100196,2021-11-17 20:05:00,2021-11-17 20:32:00,262,9,1382,Galway,False,No Discount,26.12,0.0,COMPLETED
100197,2021-11-26 20:09:00,2021-11-26 20:36:00,315,12,1384,Galway,True,BLACKFRIDAY21,26.06,20.0,COMPLETED
100198,2021-11-26 21:53:00,2021-11-26 22:20:00,229,8,1383,Galway,True,BLACKFRIDAY21,26.06,20.0,COMPLETED
100199,2021-12-03 22:57:00,2021-12-03 23:24:00,99,12,1386,Galway,False,No Discount,26.06,0.0,COMPLETED
100200,2021-12-30 20:27:00,2021-12-30 20:54:00,325,20,1385,Galway,False,No Discount,26.06,0.0,COMPLETED
100201,2021-11-07 20:54:00,2021-11-07 21:21:00,347,27,1387,Cork,False,No Discount,25.96,0.0,COMPLETED
100202,2021-10-14 18:36:00,2021-10-14 19:12:00,199,158,1388,Cork,False,No Discount,25.79,0.0,COMPLETED
100203,2021-11-20 20:38:00,2021-11-20 21:05:00,343,223,1389,Dublin,False,No Discount,25.58,0.0,COMPLETED
100204,2021-09-16 20:18:00,2021-09-16 20:48:00,84,211,1390,Cork,False,No Discount,25.52,0.0,COMPLETED
100205,2021-12-18 20:47:00,2021-12-18 21:14:00,195,12,1391,Dublin,False,No Discount,25.47,0.0,COMPLETED
100206,2021-04-21 20:46:00,2021-04-21 21:13:00,197,100,1392,Dublin,False,No Discount,25.03,0.0,COMPLETED
100208,2021-12-18 18:37:00,2021-12-18 19:10:00,212,128,1394,Dublin,False,No Discount,25.03,0.0,COMPLETED
100209,2021-02-05 23:07:00,2021-02-05 23:34:00,198,8,1395,Dublin,False,No Discount,24.98,0.0,COMPLETED
100210,2021-02-23 23:28:00,2021-02-23 23:55:00,360,225,1396,Dublin,False,No Discount,24.98,0.0,COMPLETED
100211,2021-04-07 23:33:00,2021-04-08 00:00:00,311,57,1397,Dublin,False,No Discount,24.98,0.0,COMPLETED
100212,2021-04-10 21:42:00,2021-04-10 22:09:00,328,84,1398,Dublin,False,No Discount,24.98,0.0,COMPLETED
100213,2021-12-05 17:23:00,2021-12-05 17:50:00,69,6,1400,Dublin,False,No Discount,24.98,0.0,COMPLETED
100214,2021-12-10 18:23:00,2021-12-10 18:50:00,163,8,1399,Dublin,False,No Discount,24.98,0.0,COMPLETED
100215,2021-12-12 18:30:00,2021-12-12 19:03:00,34,18,1401,Dublin,False,No Discount,24.98,0.0,COMPLETED
100216,2021-06-24 19:09:00,2021-06-24 19:36:00,325,12,1402,Dublin,False,No Discount,24.92,0.0,COMPLETED
100217,2021-01-19 17:06:00,2021-01-19 17:33:00,156,8,1403,Dublin,False,No Discount,24.71,0.0,COMPLETED
100218,2021-06-09 20:01:00,2021-06-09 20:31:00,208,212,1404,Dublin,False,No Discount,24.63,0.0,COMPLETED
100219,2021-08-09 19:16:00,2021-08-09 19:46:00,222,6,1405,Cork,False,No Discount,24.49,0.0,COMPLETED
100220,2021-11-22 18:27:00,2021-11-22 18:54:00,391,9,1406,Dublin,False,No Discount,24.49,0.0,COMPLETED
100221,2021-11-26 20:09:00,2021-11-26 20:36:00,165,224,1265,Dublin,True,BLACKFRIDAY21,24.49,20.0,COMPLETED
100222,2021-12-12 19:37:00,2021-12-12 20:10:00,259,124,1266,Galway,False,No Discount,24.49,0.0,COMPLETED
100223,2021-11-04 17:07:00,2021-11-04 17:34:00,99,19,1267,Galway,False,No Discount,24.43,0.0,COMPLETED
